date,symbol,open,high,low,close,target,signal,temp_fc_d_minus1,temp_fc_d,temp_ac_d_plus1,temp_sn_d_minus1,temp_sn_d,temp_sn_d_plus1,CompositeWeatherVariableForecastLDZ(NW),CompositeWeatherVariableForecastLDZ(SC),CompositeWeatherVariableForecastLDZ(SE),WeatherCorrectionFactorForecast(NW),WeatherCorrectionFactorForecast(SC),WeatherCorrectionFactorForecast(SE),closing_linepack_actual,opening_linepack_actual,linepack_hourly_agg_d_plus1,predicted_closing_linepack,demand_cold,demand_warm,demand_actual_ntsd_plus1,demand_forecast_confidence_interval,demand_forecast_nts,demand_ntssn,demand_diff,demand_avg,demand_forecast_error,demand_nts_spread,HDD,CDD,demand_lag1,demand_lag7,dow,dow_0,dow_1,dow_2,dow_3,dow_4,dow_5,dow_6,is_weekend,friday_startup,sin7,cos7,is_holiday,temp_dev_fc_minus1,temp_dev_fc,temp_dev_fc_plus1,lp_closing_diff,lp_closing_pred_error,combo_signal,portfolio
2024-10-08,SAP,3.2279,3.2279,3.2279,0.9899,-0.009192847762400258,0,12.3728,12.5273,12.6408,12.02,12.02,12.02,11.77,10.6,13.77,0.66,0.14,0.66,343.80668406889146,344.68191036983546,343.06,344.13613502331054,198.127133394545,113.279463204364,1675521600.0,9.24,173.97571588631666,179.574161930545,-84.847670190181,155.7032982994545,1675521426.0242841,-5.598446044228325,52.4727,0.0,0.9692,0.9457,1,False,True,False,False,False,False,False,0,0.0,0.7818314824680298,0.6234898018587336,0,0.3528000000000002,0.5073000000000008,0.6208000000000009,-0.8752263009440071,-0.32945095441908734,1,0.8538843706475113
2024-10-09,SAP,3.2088,3.2088,3.2088,0.9808,-0.0046900489396412,0,11.6639,11.9538,12.0758,11.9,11.9,11.9,10.75,9.44,13.54,-0.26,-0.91,0.55,345.7280462853802,343.80668406889146,344.15,344.2302503043892,201.075639188545,113.772613040545,1641499334.0,9.24,172.88430663656243,180.366398396651,-87.30302614800001,157.424126114545,1641499161.1156933,-7.482091760088565,53.0462,0.0,0.9899,0.9706,2,False,False,True,False,False,False,False,0,0.0,0.9749279121818236,-0.22252093395631434,0,-0.23610000000000042,0.05379999999999896,0.17579999999999885,1.921362216488717,1.4977959809909862,1,0.8460347416214558
2024-10-10,SAP,3.3058,3.3058,3.3058,0.9762,-0.00020487604998975506,0,9.9858,10.2115,10.296,11.79,11.79,11.79,9.04,8.04,11.69,-1.88,-2.2,-1.2,342.1426064729475,345.7280462853802,341.81,343.3519204739989,204.171955996636,114.716732719727,1711450934.0,9.24,180.77288109855297,181.889969597506,-89.455223276909,159.4443443581815,1711450753.227119,-1.1170884989530236,54.7885,0.0,0.9808,0.9385,3,False,False,False,True,False,False,False,0,0.0,0.43388373911755823,-0.900968867902419,0,-1.8041999999999998,-1.5785,-1.4939999999999998,-3.5854398124326963,-1.209314001051439,0,0.8420667972786144
2024-10-11,SAP,3.3078,3.3078,3.3078,0.976,-0.011885245901639307,0,9.28419,9.49877,9.57492,11.67,11.67,11.67,8.47,8.14,10.79,-2.33,-1.98,-1.98,340.2325073557083,342.1426064729475,339.28,343.0089230007843,204.772802436364,112.907744307727,1883622407.0,9.24,197.47528938673696,180.840393282449,-91.865058128637,158.8402733720455,1883622209.5247107,16.634896104287947,55.50123,0.0,0.9762,0.9247,4,False,False,False,False,True,False,False,0,0.5,-0.433883739117558,-0.9009688679024191,0,-2.3858099999999993,-2.1712299999999995,-2.0950799999999994,-1.910099117239156,-2.7764156450759856,0,0.8420667972786144
2024-10-13,SAP,3.3786,3.3786,3.3786,1.0062,0.03418803418803407,1,8.6614,8.6787,8.78651,11.36,11.36,11.36,7.65,6.84,9.88,-2.84,-3.0,-2.6,342.1076965332031,340.2325073557083,341.65,343.9700012207031,190.725806658,100.142384268545,2068603314.0,9.24,212.7700042724609,168.046382669145,-90.58342238945501,145.4340954632725,2068603101.2299957,44.723621603315905,56.3213,0.0,0.9644,0.8522,6,False,False,False,False,False,False,True,1,0.0,-0.7818314824680299,0.6234898018587334,0,-2.698599999999999,-2.6813000000000002,-2.5734899999999996,1.8751891774948035,-1.8623046875,1,0.8420667972786144
2024-10-13,SAP,3.3786,3.3786,3.3786,1.0062,0.03418803418803407,1,8.6614,8.6787,8.78651,11.36,11.36,11.36,7.65,6.84,9.88,-2.84,-3.0,-2.6,342.1076965332031,340.2325073557083,341.65,343.9700012207031,190.725806658,100.142384268545,2068603314.0,9.24,212.7700042724609,168.046382669145,-90.58342238945501,145.4340954632725,2068603101.2299957,44.723621603315905,56.3213,0.0,1.0062,0.9692,6,False,False,False,False,False,False,True,1,0.0,-0.7818314824680299,0.6234898018587334,0,-2.698599999999999,-2.6813000000000002,-2.5734899999999996,1.8751891774948035,-1.8623046875,1,0.870855405732584
2024-10-14,SAP,3.3658,3.3658,3.3658,1.0406,0.026715356525081724,1,9.13466,9.07492,9.23788,11.2,11.2,11.2,8.4,7.02,9.99,-1.91,-2.66,-2.35,342.31170654296875,342.1076965332031,343.99,345.7099914550781,215.232945428364,117.485806868364,2204237795.0,9.24,232.66000366210935,189.281645979089,-97.74713856,166.359376148364,2204237562.3399963,43.37835768302034,55.92508,0.0,1.0062,0.9899,0,True,False,False,False,False,False,False,0,0.0,0.0,1.0,1,-2.065339999999999,-2.1250799999999987,-1.9621199999999988,0.204010009765625,-3.398284912109375,1,0.9006282401166039
2024-10-14,SAP,3.3658,3.3658,3.3658,1.0406,0.026715356525081724,1,9.13466,9.07492,9.23788,11.2,11.2,11.2,8.4,7.02,9.99,-1.91,-2.66,-2.35,342.31170654296875,342.1076965332031,343.99,345.7099914550781,215.232945428364,117.485806868364,2204237795.0,9.24,232.66000366210935,189.281645979089,-97.74713856,166.359376148364,2204237562.3399963,43.37835768302034,55.92508,0.0,1.0406,0.9808,0,True,False,False,False,False,False,False,0,0.0,0.0,1.0,1,-2.065339999999999,-2.1250799999999987,-1.9621199999999988,0.204010009765625,-3.398284912109375,1,0.9246888446478759
2024-10-15,SAP,3.3047,3.3047,3.3047,1.0684,0.02845376263571686,1,10.429,10.4698,10.5904,11.05,11.05,11.05,9.58,7.71,11.87,-0.57,-1.82,-0.32,345.3828430175781,342.31170654296875,340.42,344.760009765625,217.959390118182,118.518447572545,1687829908.0,9.24,179.32000732421875,191.233108087288,-99.440942545637,168.23891884536351,1687829728.6799927,-11.913100763069252,54.5302,0.0,1.0406,0.9762,1,False,True,False,False,False,False,False,0,0.0,0.7818314824680298,0.6234898018587336,0,-0.6210000000000004,-0.5802000000000014,-0.4596,3.071136474609375,0.622833251953125,1,0.9493922368074098
2024-10-15,SAP,3.3047,3.3047,3.3047,1.0684,0.02845376263571686,1,10.429,10.4698,10.5904,11.05,11.05,11.05,9.58,7.71,11.87,-0.57,-1.82,-0.32,345.3828430175781,342.31170654296875,340.42,344.760009765625,217.959390118182,118.518447572545,1687829908.0,9.24,179.32000732421875,191.233108087288,-99.440942545637,168.23891884536351,1687829728.6799927,-11.913100763069252,54.5302,0.0,1.0684,0.976,1,False,True,False,False,False,False,False,0,0.0,0.7818314824680298,0.6234898018587336,0,-0.6210000000000004,-0.5802000000000014,-0.4596,3.071136474609375,0.622833251953125,1,0.9764060181617201
2024-10-16,SAP,3.2838,3.2838,3.2838,1.0988,-0.01055697124135424,0,12.4404,12.2492,12.3402,10.92,10.92,10.92,11.09,9.85,14.08,1.1,0.49,2.0,342.7518005371094,345.3828430175781,341.41,344.260009765625,220.602364253091,120.227807044545,1646759552.0,9.24,176.25,192.243979976449,-100.374557208546,170.415085648818,1646759375.75,-15.993979976448998,52.7508,0.0,1.0684,0.9644,2,False,False,True,False,False,False,False,0,0.0,0.9749279121818236,-0.22252093395631434,0,1.5204000000000004,1.3292000000000002,1.4201999999999995,-2.63104248046875,-1.508209228515625,1,1.0041884432385793
2024-10-16,SAP,3.2838,3.2838,3.2838,1.0988,-0.01055697124135424,0,12.4404,12.2492,12.3402,10.92,10.92,10.92,11.09,9.85,14.08,1.1,0.49,2.0,342.7518005371094,345.3828430175781,341.41,344.260009765625,220.602364253091,120.227807044545,1646759552.0,9.24,176.25,192.243979976449,-100.374557208546,170.415085648818,1646759375.75,-15.993979976448998,52.7508,0.0,1.0988,1.0062,2,False,False,True,False,False,False,False,0,0.0,0.9749279121818236,-0.22252093395631434,0,1.5204000000000004,1.3292000000000002,1.4201999999999995,-2.63104248046875,-1.508209228515625,1,0.9935872547224093
2024-10-17,SAP,3.2734,3.2734,3.2734,1.0872,0.030353200883002307,1,12.4434,12.6031,12.6765,10.82,10.82,10.82,11.8,10.55,14.07,1.92,1.31,2.07,344.05389404296875,342.7518005371094,345.52,344.6700134277344,222.612148566,121.310135335636,1597621019.0,9.24,167.5800018310547,192.986252682514,-101.302013230364,171.961141950818,1597620851.4199982,-25.406250851459305,52.3969,0.0,1.0872,1.0406,3,False,False,False,True,False,False,False,0,0.0,0.43388373911755823,-0.900968867902419,0,1.6234000000000002,1.7830999999999992,1.8565000000000005,1.302093505859375,-0.616119384765625,1,0.9830979826485287
2024-10-17,SAP,3.2734,3.2734,3.2734,1.0872,0.030353200883002307,1,12.4434,12.6031,12.6765,10.82,10.82,10.82,11.8,10.55,14.07,1.92,1.31,2.07,344.05389404296875,342.7518005371094,345.52,344.6700134277344,222.612148566,121.310135335636,1597621019.0,9.24,167.5800018310547,192.986252682514,-101.302013230364,171.961141950818,1597620851.4199982,-25.406250851459305,52.3969,0.0,1.0988,1.0062,3,False,False,False,True,False,False,False,0,0.0,0.43388373911755823,-0.900968867902419,0,1.6234000000000002,1.7830999999999992,1.8565000000000005,1.302093505859375,-0.616119384765625,1,1.0129381532035338
2024-10-18,SAP,3.3076,3.3076,3.3076,1.1202,-0.011783610069630468,0,11.8334,11.8018,11.8834,10.7,10.7,10.7,10.87,10.11,13.15,1.11,1.0,1.26,346.28326416015625,344.05389404296875,339.94,344.1099853515625,222.197082347273,119.846330077455,1640391385.0,9.24,174.11000061035156,191.516371177368,-102.35075226981802,171.021706212364,1640391210.8899994,-17.406370567016438,53.1982,0.0,1.0872,1.0406,4,False,False,False,False,True,False,False,0,0.5,-0.433883739117558,-0.9009688679024191,0,1.1334,1.1018000000000008,1.1834000000000007,2.2293701171875,2.17327880859375,1,1.043684068449778
2024-10-18,SAP,3.3076,3.3076,3.3076,1.1202,-0.011783610069630468,0,11.8334,11.8018,11.8834,10.7,10.7,10.7,10.87,10.11,13.15,1.11,1.0,1.26,346.28326416015625,344.05389404296875,339.94,344.1099853515625,222.197082347273,119.846330077455,1640391385.0,9.24,174.11000061035156,191.516371177368,-102.35075226981802,171.021706212364,1640391210.8899994,-17.406370567016438,53.1982,0.0,1.1202,1.0684,4,False,False,False,False,True,False,False,0,0.5,-0.433883739117558,-0.9009688679024191,0,1.1334,1.1018000000000008,1.1834000000000007,2.2293701171875,2.17327880859375,1,1.0313857023512802
2024-10-19,SAP,3.2562,3.2562,3.2562,1.107,-0.000632339656729819,0,11.6286,11.9677,12.0631,10.58,10.58,10.58,11.17,10.11,13.3,1.53,1.09,1.52,341.7868347167969,346.28326416015625,343.22,342.0799865722656,207.494605180455,109.810319631818,1747414291.0,9.24,174.42999267578125,178.640976031349,-97.684285548637,158.65246240613652,1747414116.5700073,-4.210983355567748,53.0323,0.0,1.1202,1.0684,5,False,False,False,False,False,True,False,1,0.0,-0.9749279121818236,-0.2225209339563146,0,1.0486000000000004,1.3877000000000006,1.4831000000000003,-4.496429443359375,-0.29315185546875,1,1.0192322554033808
2024-10-19,SAP,3.2562,3.2562,3.2562,1.107,-0.000632339656729819,0,11.6286,11.9677,12.0631,10.58,10.58,10.58,11.17,10.11,13.3,1.53,1.09,1.52,341.7868347167969,346.28326416015625,343.22,342.0799865722656,207.494605180455,109.810319631818,1747414291.0,9.24,174.42999267578125,178.640976031349,-97.684285548637,158.65246240613652,1747414116.5700073,-4.210983355567748,53.0323,0.0,1.107,1.0988,5,False,False,False,False,False,True,False,1,0.0,-0.9749279121818236,-0.2225209339563146,0,1.0486000000000004,1.3877000000000006,1.4831000000000003,-4.496429443359375,-0.29315185546875,1,1.018587754428871
2024-10-20,SAP,3.2775,3.2775,3.2775,1.1063,0.10837928229232574,1,11.4538,11.7475,11.888,10.48,10.48,10.48,10.92,9.79,13.08,1.38,0.85,1.4,343.4295349121094,341.7868347167969,339.54,342.2099914550781,207.039256669636,109.431862610727,1764855824.0,9.24,178.99000549316406,177.547868443954,-97.607394058909,158.2355596401815,1764855645.0099945,1.4421370492100607,53.2525,0.0,1.107,1.0988,6,False,False,False,False,False,False,True,1,0.0,-0.7818314824680299,0.6234898018587334,0,0.9737999999999989,1.2675,1.4079999999999995,1.6427001953125,1.21954345703125,1,1.0179436609978862
2024-10-20,SAP,3.2775,3.2775,3.2775,1.1063,0.10837928229232574,1,11.4538,11.7475,11.888,10.48,10.48,10.48,10.92,9.79,13.08,1.38,0.85,1.4,343.4295349121094,341.7868347167969,339.54,342.2099914550781,207.039256669636,109.431862610727,1764855824.0,9.24,178.99000549316406,177.547868443954,-97.607394058909,158.2355596401815,1764855645.0099945,1.4421370492100607,53.2525,0.0,1.1063,1.0872,6,False,False,False,False,False,False,True,1,0.0,-0.7818314824680299,0.6234898018587334,0,0.9737999999999989,1.2675,1.4079999999999995,1.6427001953125,1.21954345703125,1,1.1282676643908598
2024-10-21,SAP,3.3662,3.3662,3.3662,1.2262,-0.038819115968031226,0,11.3046,11.3296,11.3834,10.36,10.36,10.36,10.78,9.93,12.49,1.35,1.07,0.92,340.65985107421875,343.4295349121094,338.98,341.1099853515625,231.580794459091,127.777147881818,1756037355.0,9.24,183.7400054931641,198.668102293074,-103.80364657727301,179.6789711704545,1756037171.2599945,-14.928096799909923,53.6704,0.0,1.1063,1.0872,0,True,False,False,False,False,False,False,0,0.0,0.0,1.0,0,0.9446000000000012,0.9695999999999998,1.0234000000000005,-2.769683837890625,-0.45013427734375,1,1.25054850409118
2024-10-21,SAP,3.3662,3.3662,3.3662,1.2262,-0.038819115968031226,0,11.3046,11.3296,11.3834,10.36,10.36,10.36,10.78,9.93,12.49,1.35,1.07,0.92,340.65985107421875,343.4295349121094,338.98,341.1099853515625,231.580794459091,127.777147881818,1756037355.0,9.24,183.7400054931641,198.668102293074,-103.80364657727301,179.6789711704545,1756037171.2599945,-14.928096799909923,53.6704,0.0,1.2262,1.1202,0,True,False,False,False,False,False,False,0,0.0,0.0,1.0,0,0.9446000000000012,0.9695999999999998,1.0234000000000005,-2.769683837890625,-0.45013427734375,1,1.2020033166872164
2024-10-22,SAP,3.4577,3.4577,3.4577,1.1786,0.01832682844052247,1,10.9745,11.2293,11.3375,10.22,10.22,10.22,10.62,9.75,12.39,1.35,1.01,0.95,340.48980712890625,340.65985107421875,340.04,340.8900146484375,233.903035982727,129.627157796727,1722475545.0,9.24,179.3300018310547,200.342745428373,-104.275878186,181.765096889727,1722475365.6699982,-21.01274359731832,53.7707,0.0,1.2262,1.1202,1,False,True,False,False,False,False,False,0,0.0,0.7818314824680298,0.6234898018587336,0,0.7545000000000002,1.0092999999999996,1.1174999999999997,-0.1700439453125,-0.40020751953125,1,1.155342610542777
2024-10-22,SAP,3.4577,3.4577,3.4577,1.1786,0.01832682844052247,1,10.9745,11.2293,11.3375,10.22,10.22,10.22,10.62,9.75,12.39,1.35,1.01,0.95,340.48980712890625,340.65985107421875,340.04,340.8900146484375,233.903035982727,129.627157796727,1722475545.0,9.24,179.3300018310547,200.342745428373,-104.275878186,181.765096889727,1722475365.6699982,-21.01274359731832,53.7707,0.0,1.1786,1.107,1,False,True,False,False,False,False,False,0,0.0,0.7818314824680298,0.6234898018587336,0,0.7545000000000002,1.0092999999999996,1.1174999999999997,-0.1700439453125,-0.40020751953125,1,1.1765163763562199
2024-10-23,SAP,3.4854,3.4854,3.4854,1.2002,-0.09881686385602406,0,10.8525,11.1077,11.1786,10.11,10.11,10.11,10.04,9.96,12.5,0.9,1.32,1.16,341.621826171875,340.48980712890625,340.1,343.0299987792969,236.479247585273,131.574631668727,1764931349.0,9.24,176.49000549316406,200.959485124414,-104.90461591654599,184.026939627,1764931172.5099945,-24.469479631249925,53.8923,0.0,1.1786,1.107,2,False,False,True,False,False,False,False,0,0.0,0.9749279121818236,-0.22252093395631434,0,0.7424999999999997,0.9977,1.0686,1.13201904296875,-1.408172607421875,1,1.1980781901431654
2024-10-23,SAP,3.4854,3.4854,3.4854,1.2002,-0.09881686385602406,0,10.8525,11.1077,11.1786,10.11,10.11,10.11,10.04,9.96,12.5,0.9,1.32,1.16,341.621826171875,340.48980712890625,340.1,343.0299987792969,236.479247585273,131.574631668727,1764931349.0,9.24,176.49000549316406,200.959485124414,-104.90461591654599,184.026939627,1764931172.5099945,-24.469479631249925,53.8923,0.0,1.2002,1.1063,2,False,False,True,False,False,False,False,0,0.0,0.9749279121818236,-0.22252093395631434,0,0.7424999999999997,0.9977,1.0686,1.13201904296875,-1.408172607421875,1,1.0796878607389164
2024-10-24,SAP,3.5739,3.5739,3.5739,1.0816,0.039108727810651,1,11.1645,11.3903,11.495,10.0,10.0,10.0,10.41,10.29,12.62,1.39,1.76,1.39,341.1268005371094,341.621826171875,340.1,342.010009765625,239.346918708273,133.813242252818,1730663023.0,9.24,179.11000061035156,202.485073750211,-105.53367645545501,186.5800804805455,1730662843.8899994,-23.37507313985944,53.609700000000004,0.0,1.0816,1.2262,3,False,False,False,True,False,False,False,0,0.0,0.43388373911755823,-0.900968867902419,0,1.1645000000000003,1.3902999999999999,1.4949999999999992,-0.495025634765625,-0.883209228515625,1,0.972996492397277
2024-10-24,SAP,3.5739,3.5739,3.5739,1.0816,0.039108727810651,1,11.1645,11.3903,11.495,10.0,10.0,10.0,10.41,10.29,12.62,1.39,1.76,1.39,341.1268005371094,341.621826171875,340.1,342.010009765625,239.346918708273,133.813242252818,1730663023.0,9.24,179.11000061035156,202.485073750211,-105.53367645545501,186.5800804805455,1730662843.8899994,-23.37507313985944,53.609700000000004,0.0,1.2002,1.1063,3,False,False,False,True,False,False,False,0,0.0,0.43388373911755823,-0.900968867902419,0,1.1645000000000003,1.3902999999999999,1.4949999999999992,-0.495025634765625,-0.883209228515625,1,1.0110491473791603
2024-10-25,SAP,3.6699,3.6699,3.6699,1.1239,0.052406797757807766,1,11.4536,11.4085,11.4579,9.85,9.85,9.85,11.0,10.0,12.57,2.14,1.61,1.48,342.45733642578125,341.1268005371094,341.8,344.1499938964844,239.167902787273,132.730741767727,1843368939.0,9.24,184.57000732421875,201.499785393409,-106.43716101954598,185.94932227750002,1843368754.4299927,-16.929778069190263,53.591499999999996,0.0,1.0816,1.2262,4,False,False,False,False,True,False,False,0,0.5,-0.433883739117558,-0.9009688679024191,0,1.6036000000000001,1.5585000000000004,1.6079000000000008,1.330535888671875,-1.692657470703125,1,1.0505899932872027
2024-10-25,SAP,3.6699,3.6699,3.6699,1.1239,0.052406797757807766,1,11.4536,11.4085,11.4579,9.85,9.85,9.85,11.0,10.0,12.57,2.14,1.61,1.48,342.45733642578125,341.1268005371094,341.8,344.1499938964844,239.167902787273,132.730741767727,1843368939.0,9.24,184.57000732421875,201.499785393409,-106.43716101954598,185.94932227750002,1843368754.4299927,-16.929778069190263,53.591499999999996,0.0,1.1239,1.1786,4,False,False,False,False,True,False,False,0,0.5,-0.433883739117558,-0.9009688679024191,0,1.6036000000000001,1.5585000000000004,1.6079000000000008,1.330535888671875,-1.692657470703125,1,1.1056480505917818
2024-10-26,SAP,3.681,3.681,3.681,1.1828,0.005833615150490301,1,10.9114,10.8065,10.8608,9.71,9.71,9.71,10.11,9.28,12.13,1.41,1.03,1.17,344.1735534667969,342.45733642578125,343.16,348.0199890136719,223.007415116727,121.452011054182,1809326475.0,9.24,181.3600006103516,187.468105136262,-101.55540406254501,172.2297130854545,1809326293.6399994,-6.10810452591042,54.1935,0.0,1.1239,1.1786,5,False,False,False,False,False,True,False,1,0.0,-0.9749279121818236,-0.2225209339563146,0,1.2013999999999996,1.096499999999999,1.1507999999999985,1.716217041015625,-3.846435546875,1,1.1635915243704598
2024-10-26,SAP,3.681,3.681,3.681,1.1828,0.005833615150490301,1,10.9114,10.8065,10.8608,9.71,9.71,9.71,10.11,9.28,12.13,1.41,1.03,1.17,344.1735534667969,342.45733642578125,343.16,348.0199890136719,223.007415116727,121.452011054182,1809326475.0,9.24,181.3600006103516,187.468105136262,-101.55540406254501,172.2297130854545,1809326293.6399994,-6.10810452591042,54.1935,0.0,1.1828,1.2002,5,False,False,False,False,False,True,False,1,0.0,-0.9749279121818236,-0.2225209339563146,0,1.2013999999999996,1.096499999999999,1.1507999999999985,1.716217041015625,-3.846435546875,1,1.1703794695160095
2024-10-27,SAP,3.6692,3.6692,3.6692,1.1897,0.013280658989661243,1,9.93604,10.2153,10.3176,9.56,9.56,9.56,9.02,8.52,11.8,0.47,0.43,1.0,346.0642395019531,344.1735534667969,343.27,347.7799987792969,223.256070227636,121.646005008,1842597787.0,9.24,180.27999877929688,187.581735412616,-101.610065219636,172.451037617818,1842597606.7200012,-7.301736633319138,54.7847,0.0,1.1828,1.2002,6,False,False,False,False,False,False,True,1,0.0,-0.7818314824680299,0.6234898018587334,0,0.3760399999999997,0.6552999999999987,0.7576,1.89068603515625,-1.71575927734375,1,1.177207012921201
2024-10-27,SAP,3.6692,3.6692,3.6692,1.1897,0.013280658989661243,1,9.93604,10.2153,10.3176,9.56,9.56,9.56,9.02,8.52,11.8,0.47,0.43,1.0,346.0642395019531,344.1735534667969,343.27,347.7799987792969,223.256070227636,121.646005008,1842597787.0,9.24,180.27999877929688,187.581735412616,-101.610065219636,172.451037617818,1842597606.7200012,-7.301736633319138,54.7847,0.0,1.1897,1.0816,6,False,False,False,False,False,False,True,1,0.0,-0.7818314824680299,0.6234898018587334,0,0.3760399999999997,0.6552999999999987,0.7576,1.89068603515625,-1.71575927734375,1,1.192841097820045
2024-10-28,SAP,3.649,3.649,3.649,1.2055,0.005060141020323483,1,10.9972,11.1204,11.1612,9.38,9.38,9.38,10.29,10.17,12.12,1.91,2.22,1.5,345.2768859863281,346.0642395019531,342.83,348.45001220703125,249.423902438182,141.074644280727,1780744446.0,9.24,177.5399932861328,210.746616259966,-108.34925815745501,195.2492733594545,1780744268.4600067,-33.20662297383319,53.879599999999996,0.0,1.1897,1.0816,0,True,False,False,False,False,False,False,0,0.0,0.0,1.0,0,1.6171999999999986,1.7403999999999993,1.7811999999999983,-0.787353515625,-3.173126220703125,0,1.2086828136690462
2024-10-28,SAP,3.649,3.649,3.649,1.2055,0.005060141020323483,1,10.9972,11.1204,11.1612,9.38,9.38,9.38,10.29,10.17,12.12,1.91,2.22,1.5,345.2768859863281,346.0642395019531,342.83,348.45001220703125,249.423902438182,141.074644280727,1780744446.0,9.24,177.5399932861328,210.746616259966,-108.34925815745501,195.2492733594545,1780744268.4600067,-33.20662297383319,53.879599999999996,0.0,1.2055,1.1239,0,True,False,False,False,False,False,False,0,0.0,0.0,1.0,0,1.6171999999999986,1.7403999999999993,1.7811999999999983,-0.787353515625,-3.173126220703125,0,1.2086828136690462
2024-10-29,SAP,3.6349,3.6349,3.6349,1.2116,0.08030703202377021,1,11.1641,11.279,11.3661,9.25,9.25,9.25,10.27,10.28,12.46,2.02,2.45,1.99,344.259033203125,345.2768859863281,346.1,347.8599853515625,251.395892101818,142.424524472727,1834615973.0,9.24,189.1499938964844,211.938923816165,-108.97136762909099,196.9102082872725,1834615783.850006,-22.788929919680584,53.721000000000004,0.0,1.2055,1.1239,1,False,True,False,False,False,False,False,0,0.0,0.7818314824680298,0.6234898018587336,0,1.9140999999999995,2.029,2.1160999999999994,-1.017852783203125,-3.6009521484375,1,1.2086828136690462
2024-10-29,SAP,3.6349,3.6349,3.6349,1.2116,0.08030703202377021,1,11.1641,11.279,11.3661,9.25,9.25,9.25,10.27,10.28,12.46,2.02,2.45,1.99,344.259033203125,345.2768859863281,346.1,347.8599853515625,251.395892101818,142.424524472727,1834615973.0,9.24,189.1499938964844,211.938923816165,-108.97136762909099,196.9102082872725,1834615783.850006,-22.788929919680584,53.721000000000004,0.0,1.2116,1.1828,1,False,True,False,False,False,False,False,0,0.0,0.7818314824680298,0.6234898018587336,0,1.9140999999999995,2.029,2.1160999999999994,-1.017852783203125,-3.6009521484375,1,1.305748543092947
2024-10-30,SAP,3.5364,3.5364,3.5364,1.3089,0.02345480938192379,1,10.8676,10.7974,10.8175,9.11,9.11,9.11,9.67,10.06,12.1,1.56,2.36,1.77,348.46044921875,344.259033203125,347.14,351.3099975585937,253.029426647273,143.892039939364,1896986023.0,9.24,194.7700042724609,212.487964515133,-109.137386707909,198.4607332933185,1896985828.2299957,-17.717960242672092,54.202600000000004,0.0,1.2116,1.1828,2,False,False,True,False,False,False,False,0,0.0,0.9749279121818236,-0.22252093395631434,0,1.7576,1.6874000000000002,1.7075000000000014,4.201416015625,-2.849548339843693,1,1.4106093331581036
2024-10-30,SAP,3.5364,3.5364,3.5364,1.3089,0.02345480938192379,1,10.8676,10.7974,10.8175,9.11,9.11,9.11,9.67,10.06,12.1,1.56,2.36,1.77,348.46044921875,344.259033203125,347.14,351.3099975585937,253.029426647273,143.892039939364,1896986023.0,9.24,194.7700042724609,212.487964515133,-109.137386707909,198.4607332933185,1896985828.2299957,-17.717960242672092,54.202600000000004,0.0,1.3089,1.1897,2,False,False,True,False,False,False,False,0,0.0,0.9749279121818236,-0.22252093395631434,0,1.7576,1.6874000000000002,1.7075000000000014,4.201416015625,-2.849548339843693,1,1.4436949061796895
2024-10-31,SAP,3.3838,3.3838,3.3838,1.3396,-0.3700789875218585,0,10.5732,10.3839,10.4797,8.96,8.96,8.96,9.28,10.26,11.74,1.33,2.71,1.56,349.3250732421875,348.46044921875,348.54,350.9700012207031,255.403235049455,146.244466767909,1829974375.0,9.24,187.1699981689453,214.846631147953,-109.158768281546,200.823850908682,1829974187.8300018,-27.676632979007678,54.6161,0.0,1.3089,1.1897,3,False,False,False,True,False,False,False,0,0.0,0.43388373911755823,-0.900968867902419,0,1.613199999999999,1.4238999999999997,1.5196999999999985,0.8646240234375,-1.644927978515625,0,1.4775564950097886
2024-10-31,SAP,3.3838,3.3838,3.3838,1.3396,-0.3700789875218585,0,10.5732,10.3839,10.4797,8.96,8.96,8.96,9.28,10.26,11.74,1.33,2.71,1.56,349.3250732421875,348.46044921875,348.54,350.9700012207031,255.403235049455,146.244466767909,1829974375.0,9.24,187.1699981689453,214.846631147953,-109.158768281546,200.823850908682,1829974187.8300018,-27.676632979007678,54.6161,0.0,1.3396,1.2055,3,False,False,False,True,False,False,False,0,0.0,0.43388373911755823,-0.900968867902419,0,1.613199999999999,1.4238999999999997,1.5196999999999985,0.8646240234375,-1.644927978515625,0,1.4775564950097886
2024-11-01,SAP,3.3366,3.3366,3.3366,0.6796,0.018834608593290225,1,10.1914,10.2434,10.3056,8.83,8.83,8.83,9.13,10.26,11.22,1.31,2.83,1.17,349.8210144042969,349.3250732421875,348.32,351.32000732421875,254.062296927273,144.765240156727,1897620929.0,9.24,195.8000030517578,213.027185794205,-109.29705677054599,199.413768542,1897620733.199997,-17.227182742447184,54.7566,0.0,0.6796,1.2116,4,False,False,False,False,True,False,False,0,0.5,-0.433883739117558,-0.9009688679024191,0,1.3613999999999997,1.4133999999999993,1.4756,0.495941162109375,-1.498992919921875,0,1.4775564950097886
