date,symbol,open,high,low,close,target,signal,temp_fc_d_minus1,temp_fc_d,temp_ac_d_plus1,temp_sn_d_minus1,temp_sn_d,temp_sn_d_plus1,CompositeWeatherVariableForecastLDZ(NW),CompositeWeatherVariableForecastLDZ(SC),CompositeWeatherVariableForecastLDZ(SE),WeatherCorrectionFactorForecast(NW),WeatherCorrectionFactorForecast(SC),WeatherCorrectionFactorForecast(SE),closing_linepack_actual,opening_linepack_actual,linepack_hourly_agg_d_plus1,predicted_closing_linepack,demand_cold,demand_warm,demand_actual_ntsd_plus1,demand_forecast_confidence_interval,demand_forecast_nts,demand_ntssn,demand_diff,demand_avg,demand_forecast_error,demand_nts_spread,HDD,CDD,demand_lag1,demand_lag7,dow,dow_0,dow_1,dow_2,dow_3,dow_4,dow_5,dow_6,is_weekend,friday_startup,sin7,cos7,is_holiday,temp_dev_fc_minus1,temp_dev_fc,temp_dev_fc_plus1,lp_closing_diff,lp_closing_pred_error,combo_signal,portfolio,market_regime,smooth_signal,stable_signal,signal_change,buy_signal_start,sell_signal_start,consecutive_buy_days,consecutive_sell_days,persistent_signal,position_size,sized_signal,high_low,high_close,low_close,tr,atr,stop_loss_pct,return_1d,return_3d,return_5d,return_std_5d,day_of_week,volatility_10d,trend_10d,vol_regime_change,trend_strength,trend_direction,enhanced_signal,final_signal,enhanced_portfolio,enhanced_return,volatility_5d,volatility_ratio,volatile_market,adaptive_stop_loss,holding_days,profit_target,signal_conviction,conviction_multiplier,improved_position_size,improved_signal,improved_final_signal,is_downtrend,reversal_signal,v2_portfolio,v2_return,year,month,month_name
2024-07-12,SAP,2.4577,2.4577,2.4577,1.511,0.0592984778292522,1,14.2256,14.2449,14.2966,14.87,14.87,14.87,13.25,13.66,15.06,-1.02,-0.1,-0.41,327.5207585314432,329.44824138517686,327.34,328.9773793106158,120.469932529091,98.4002981818182,1198189651.0,9.24,170.54205257042963,193.958392136364,-22.0696343472728,109.4351153554546,1198189480.4579475,-23.41633956593438,50.7551,0.0,1.4208,1.5027,4,False,False,False,False,True,False,False,0,0.5,-0.433883739117558,-0.9009688679024191,0,-0.6443999999999992,-0.6250999999999998,-0.5733999999999995,-1.927482853733636,-1.4566207791725674,1,1.0524482830674928,Low Vol / Uptrend,1.0,1,0.0,0,0,11,0,1,1.0,1.0,0.0,0.0901999999999998,1.0369,1.0369,1.0369,0.05,0.0634853603603602,0.0017372587294005,-0.0058182476109365,0.0502398086580435,4,0.04027440443728,0.008359797579378,0,0.2075709795385526,1.0,1.0,1.0,1.072716305877622,0.0592984778292522,0.057908941310485594,1.4378596560172145,1,0.06,3,0.05,0.6,0.7,0.7,1.0,0.7,0,0,1.0520399986099054,0.041508934480476434,2024,7,Jul
2024-07-13,SAP,2.4791,2.4791,2.4791,1.6006,0.0182431588154441,1,14.2014,14.2002,14.2529,14.87,14.87,14.87,13.4,13.5,14.94,-0.87,-0.27,-0.53,325.5359314637305,327.5207585314432,325.23,324.8457184457037,111.556101983727,90.9536617227273,1091297867.0,9.24,160.9763024148624,186.157312163636,-20.6024402609997,101.25488185322716,1091297706.0236976,-25.18100974877359,50.7998,0.0,1.511,1.5594,5,False,False,False,False,False,True,False,1,0.0,-0.9749279121818236,-0.2225209339563146,0,-0.6685999999999996,-0.6697999999999986,-0.6170999999999989,-1.9848270677127289,0.6902130180267818,1,1.114856864247405,Low Vol / Uptrend,1.0,1,0.0,0,0,12,0,1,1.0,1.0,0.0,0.0896000000000001,0.9681,0.9681,0.9681,0.05,0.0592984778292522,0.0457354095312416,0.0077169611607718,0.0579089413104855,5,0.0403785859893163,0.0096044033159949,0,0.2378588323656536,1.0,1.0,1.0,1.092286039809664,0.0182431588154441,0.054778184284395307,1.3566147239254236,1,0.06,4,0.05,0.6,0.7,0.7,1.0,0.7,0,0,1.0654747715522934,0.012770211170810786,2024,7,Jul
2024-07-14,SAP,2.4401,2.4401,2.4401,1.6298,-0.0955945514787089,0,14.3687,14.4015,14.4384,14.89,14.89,14.89,13.41,13.9,15.27,-0.88,0.12,-0.22,325.4870912797446,325.5359314637305,325.89,326.2009066342881,110.128121578182,90.3197230695455,1250248091.0,9.24,174.90913336450768,185.017526881818,-19.8083985086365,100.22392232386376,1250247916.0908666,-10.108393517310304,50.5985,0.0,1.6006,1.5637,6,False,False,False,False,False,False,True,1,0.0,-0.7818314824680299,0.6234898018587334,0,-0.5213000000000001,-0.4885000000000001,-0.4516000000000009,-0.0488401839858738,-0.7138153545434989,1,1.1351953750783583,Low Vol / Downtrend,1.0,1,0.0,0,0,13,0,1,0.5,0.5,0.0,0.0291999999999998,0.8395000000000001,0.8395000000000001,0.8395000000000001,0.05,0.0182431588154441,0.0470089990016855,0.0165506825665795,0.0547781842843953,6,0.052365955244137,-0.0006654599814637,0,0.0127078743882606,-1.0,1.0,0.5,0.9878694457476042,-0.0955945514787088,0.0642442928147091,1.2268332070940695,1,0.06,5,0.05,0.6,0.7,0.35,0.0,0.0,1,0,1.0120016405306222,-0.050187139526322144,2024,7,Jul
2024-07-15,SAP,2.4714,2.4714,2.4714,1.474,0.1484396200814111,1,14.5338,14.5532,14.5811,14.9,14.9,14.9,13.98,14.28,15.14,-0.32,0.49,-0.36,325.62550296008214,325.4870912797446,324.55,325.9947334785858,123.412051807727,102.760029962727,1188733443.0,9.24,171.6272574701724,197.694285472727,-20.652021845,113.086040885227,1188733271.3727424,-26.0670280025546,50.4468,0.0,1.6298,1.5506,0,True,False,False,False,False,False,False,0,0.0,0.0,1.0,0,-0.3662000000000009,-0.3468,-0.318900000000001,0.1384116803375263,-0.3692305185036275,1,1.026676882357038,High Vol / Uptrend,1.0,1,0.0,0,0,14,0,1,1.2,1.2,0.0,0.1557999999999999,0.8416000000000001,0.8416000000000001,0.9484214285714284,0.05,-0.0955945514787089,-0.0060176382780042,0.011970967186092,0.0642442928147091,0,0.0700888936957459,0.0104052938014827,0,0.1484585253499905,1.0,1.0,1.2,1.0611889283560083,0.0742198100407054,0.08879031030219739,1.2668242516087336,1,0.04000000000000001,0,0.05,0.6,0.7,0.84,1.0,0.84,0,0,1.0120016405306222,0.0,2024,7,Jul
2024-07-16,SAP,2.5942,2.5942,2.5942,1.6928,0.0229206049149337,1,14.5863,14.599,14.6387,14.91,14.91,14.91,13.76,13.93,15.33,-0.55,0.13,-0.18,324.585521670136,325.62550296008214,323.68,324.6209932347448,122.873522535364,102.822687968727,1195036399.0,9.24,174.87455609715184,197.456046772727,-20.050834566637008,112.8481052520455,1195036224.125444,-22.581490675575168,50.401,0.0,1.474,1.5104,1,False,True,False,False,False,False,False,0,0.0,0.7818314824680298,0.6234898018587336,0,-0.3237000000000005,-0.3109999999999999,-0.2713000000000001,-1.0399812899461267,-0.0354715646087697,1,1.1790764087204844,High Vol / Uptrend,1.0,1,0.0,0,0,15,0,1,1.2,1.2,0.0,0.2188000000000001,1.1202,1.1202,1.0284357142857143,0.05,0.1484396200814111,0.0236960758060487,0.0387744131215517,0.0887903103021973,1,0.07013444691269,0.0124216072107649,0,0.1771113590762119,1.0,1.0,1.2,1.0733504744394833,0.0114603024574668,0.08781584318701495,1.2521071606415666,1,0.04000000000000001,1,0.05,0.6,0.7,0.84,1.0,0.84,0,0,1.0314860199423506,0.0192533081285442,2024,7,Jul
2024-07-17,SAP,2.514,2.514,2.514,1.7316,-0.0349387849387848,0,15.0031,14.9973,15.038,14.92,14.92,14.92,14.5,14.08,15.63,0.18,0.26,0.11,325.44477509542537,324.585521670136,324.16,327.0681534616755,122.567983446909,102.817273243091,1186314119.0,9.24,167.38884866819026,197.300330790909,-19.750710203818,112.692628345,1186313951.6111512,-29.911482122718724,50.0027,0.0,1.6928,1.4006,2,False,False,True,False,False,False,False,0,0.0,0.9749279121818236,-0.2225209339563143,0,0.0830999999999999,0.0772999999999992,0.1180000000000003,0.8592534252893529,-1.6233783662501082,1,1.2061015532492856,High Vol / Uptrend,1.0,1,0.0,0,0,16,0,1,1.2,1.2,0.0,0.0387999999999999,0.8211999999999997,0.8211999999999997,1.0046428571428572,0.05,0.0229206049149337,0.0252552245058786,0.0306614620324664,0.0878158431870149,2,0.0714993528298869,0.0097654853198154,0,0.1365814505069679,1.0,1.0,1.2,1.0545996937442914,-0.0174693924693923,0.09021317898279467,1.2617342033491155,1,0.04000000000000001,2,0.05,0.6,0.7,0.84,1.0,0.84,0,0,1.0012133706391222,-0.029348579348579373,2024,7,Jul
2024-07-18,SAP,2.5316,2.5316,2.5316,1.6711,0.0382382861588175,1,15.2009,15.1551,15.2024,14.93,14.93,14.93,14.67,13.79,15.69,0.34,-0.04,0.16,326.54701896908887,325.44477509542537,325.2,327.0042401476232,122.677478690727,103.374626571455,1204861262.0,9.24,175.41197736545,197.557571390909,-19.302852119272004,113.026052631091,1204861086.5880227,-22.14559402545899,49.8449,0.0,1.7316,1.4208,3,False,False,False,True,False,False,False,0,0.0,0.4338837391175582,-0.900968867902419,0,0.270900000000001,0.2250999999999994,0.2724000000000011,1.1022438736634967,-0.4572211785343256,1,1.1639618304659745,High Vol / Uptrend,1.0,1,0.0,0,0,17,0,1,1.2,1.2,0.0,0.0605,0.8,0.8,0.9775142857142856,0.05,-0.0349387849387848,0.0454738133525199,0.011814009478859,0.0902131789827946,3,0.0708163322861045,0.0161818587570566,0,0.2285046151738055,1.0,1.0,1.2,1.074762736180489,0.0191191430794086,0.09100909029061098,1.2851426691081076,1,0.04000000000000001,1,0.05,0.6,0.7,0.84,1.0,0.84,0,0,1.0333725046720499,0.0321201603734067,2024,7,Jul
2024-07-19,SAP,2.4875,2.4875,2.4875,1.735,0.1138904899135446,1,15.2369,15.2001,15.2428,14.94,14.94,14.94,14.67,14.09,15.69,0.34,0.25,0.16,327.11335394251864,326.54701896908887,326.19,327.72189796365546,118.414413199273,99.5029635174545,1156635677.0,9.24,165.56005756918336,193.403335818182,-18.911449681818496,108.95868835836376,1156635511.4399424,-27.843278248998644,49.7999,0.0,1.6711,1.511,4,False,False,False,False,True,False,False,0,0.5,-0.433883739117558,-0.9009688679024191,0,0.2969000000000008,0.2601000000000013,0.3028000000000013,0.5663349734297753,-0.6085440211368223,1,1.2084697360172734,High Vol / Uptrend,1.0,1,0.0,0,0,18,0,1,1.2,1.2,0.0,0.0639,0.8163999999999998,0.8163999999999998,0.95505,0.05,0.0382382861588175,0.0087400353783221,0.0158130349475337,0.0910090902906109,4,0.0693628404658916,0.0348405052060382,0,0.5022935187201657,1.0,1.0,1.2,1.1359653634626976,0.0569452449567722,0.07341893217686543,1.0584764361397276,0,0.05,2,0.05,0.6,0.7,0.84,1.0,0.84,0,0,1.1322331973610904,0.09566801152737736,2024,7,Jul
2024-07-20,SAP,2.4675,2.4675,2.4675,1.9326,0.0122115285108144,1,15.2029,15.1583,15.205,14.95,14.95,14.95,14.67,13.86,15.69,0.33,0.01,0.15,326.46166086479,327.11335394251864,324.81,327.9298166783291,110.353038829091,92.6122405930909,1114564397.0,9.24,159.10724102328837,186.093137609091,-17.740798236000103,101.48263971109095,1114564237.892759,-26.985896585802635,49.8417,0.0,1.735,1.6006,5,False,False,False,False,False,True,False,1,0.0,-0.9749279121818236,-0.2225209339563146,0,0.2529000000000003,0.2083000000000012,0.2550000000000008,-0.6516930777286234,-1.468155813539056,1,1.3461029462979726,High Vol / Uptrend,1.0,1,0.0,0,0,19,0,1,1.2,1.2,0.0,0.1976,0.7324999999999997,0.7324999999999997,0.9294142857142856,0.05,0.1138904899135446,0.0390633303778591,0.0577100432259844,0.0734189321768654,5,0.0694386340756657,0.0346194190167084,1,0.4985613481247972,1.0,1.0,1.2,1.142901300174309,0.0061057642554072,0.0540555236453525,0.7784646740955392,0,0.05,3,0.05,0.6,0.7,0.84,1.0,0.84,0,0,1.1438472876562813,0.010257683949083996,2024,7,Jul
2024-07-21,SAP,2.4867,2.4867,2.4867,1.9562,-0.0084347203762396,0,15.1189,15.1093,15.1633,14.95,14.95,14.95,14.67,13.56,15.69,0.31,-0.3,0.15,325.88183430111405,326.46166086479,325.25,326.9372150902976,108.508985147,91.248893958,1103169258.0,9.24,160.0424207841202,184.669418463636,-17.260091189000008,99.8789395525,1103169097.9575791,-24.6269976795158,49.8907,0.0,1.9326,1.6298,6,False,False,False,False,False,False,True,1,0.0,-0.7818314824680299,0.6234898018587334,0,0.1689000000000007,0.1593,0.2133000000000002,-0.5798265636759652,-1.0553807891835731,1,1.3625409208051815,High Vol / Uptrend,1.0,1,0.0,0,0,20,0,1,1.2,1.2,0.0,0.0235999999999998,0.5540999999999998,0.5540999999999998,0.8942357142857142,0.05,0.0122115285108144,0.0547801015277254,0.030464424911865,0.0540555236453525,6,0.0698400407825261,0.0274274109430484,0,0.3927175676837622,1.0,1.0,1.2,1.1380812737320034,-0.0042173601881198,0.05689376403760998,0.8146295935704082,0,0.05,4,0.05,0.6,0.7,0.84,1.0,0.84,0,0,1.1357429407557005,-0.007085165116041403,2024,7,Jul
2024-07-22,SAP,2.4912,2.4912,2.4912,1.9397,0.012115275558076,1,15.1514,15.1318,15.181,14.96,14.96,14.96,14.67,13.81,15.69,0.29,-0.06,0.14,326.00611190734213,325.88183430111405,324.82,327.0896134748361,121.822605298636,103.716932262273,1164707988.0,9.24,169.16044240250773,197.299514781818,-18.105673036363,112.76976878045453,1164707818.8395576,-28.13907237931028,49.8682,0.0,1.9562,1.474,0,True,False,False,False,False,False,False,0,0.0,0.0,1.0,0,0.1913999999999998,0.1717999999999993,0.2209999999999983,0.1242776062280768,-1.083501567493954,1,1.3510482691370058,High Vol / Uptrend,1.0,1,0.0,0,0,21,0,1,1.2,1.2,0.0,0.0164999999999999,0.5350000000000001,0.5350000000000001,0.8565214285714285,0.05,-0.0084347203762396,0.0392224326827064,0.0241933598536304,0.0568937640376099,0,0.0690368281720149,0.0227090907159308,0,0.3289416868826582,1.0,1.0,1.2,1.1449753578513782,0.006057637779038,0.04783841081212847,0.6929404504640971,0,0.05,1,0.05,0.6,0.7,0.84,1.0,0.84,0,0,1.1473012052556322,0.010176831468783787,2024,7,Jul
2024-07-23,SAP,2.4725,2.4725,2.4725,1.9632,-0.0067746536267319,0,15.1847,15.1638,15.203,14.98,14.98,14.98,14.67,14.19,15.69,0.27,0.31,0.13,326.33337883259827,326.00611190734213,325.69,325.604618119051,122.137954806909,104.33380938,1183719303.0,9.24,174.2100599248849,197.614699972727,-17.80414542690899,113.2358820934545,1183719128.78994,-23.40464004784212,49.8362,0.0,1.9397,1.6928,1,False,True,False,False,False,False,False,0,0.0,0.7818314824680298,0.6234898018587336,0,0.204699999999999,0.1837999999999997,0.2229999999999989,0.32726692525614,0.728760713547274,1,1.3674165912098624,High Vol / Uptrend,1.0,1,0.0,0,0,22,0,1,1.2,1.2,0.0,0.0235,0.5328000000000002,0.5328000000000002,0.8276714285714285,0.05,0.012115275558076,0.0052973612308836,0.0336041719530025,0.0478384108121284,1,0.0696670736313913,0.0202073094717132,1,0.2900553793694584,1.0,1.0,1.2,1.141096952121085,-0.0033873268133659,0.05088662836939206,0.7304258054333296,0,0.05,2,0.05,0.6,0.7,0.84,1.0,0.84,0,0,1.1407722479078755,-0.005690709046454745,2024,7,Jul
